nombre,presentacion,marca,diferenciador,precio,imagen
Shampoo,400ml,Johnsons,Original,15700,productos/wsrh81hamwqpfgxpvmtn
Shampoo,400ml,Pantene,Liso Extremo,13480,productos/s1ahmkw0pzuvlbdk1406
Shampoo,400ml,Pantene,Liso y Sedoso,13760,productos/yxkcc3jimxmxtuvwtxwe
Shampoo,700ml,Head and Shoulders,Limpieza Renovadora,24700,productos/ljbya4tblp7kqprr8ng2
Shampoo,750ml,Pantene,Restauracion ,12000,productos/xw7alvjicwqqhcq0eufv
Soya en Polvo ,200g,Soy Plus ,,9600,productos/iqwbf8orcjkjm99qtgpz
Spaghetti ,250g,Doria ,,1700,productos/no93iwnrjt01jwzbwj8l
Suavitel,2.9L,Suavitel,Complete,14680,productos/fylio8dolgmll2ry6nwq
Talcos,85g,Mexsana,,7400,productos/vlrhwyqxa2wt49aaxscp
Tarrito Rojo,330g,Jgb,Fresa,12000,productos/jaqtbwqxcwqszk7pizav
Tarrito Rojo,330g,Jgb,Tradicional,12000,productos/jkh2pi3trklnepbmk3l3
Tarrito Rojo,330g,Jgb,Vainilla,12000,productos/wdwmvyobuxpudnvjewam
Te ,12u,Hindu ,Original ,1900,productos/cfjalfvdwn6673nsgo0j
Te ,1L,Lipton ,Negro Durazno ,4500,productos/l1hm1xahneqx6si697ed
Te ,1L,Lipton ,Negro Limon,4500,productos/wt5xzx0vi5irbjegzslk
Te ,25u,Hindu ,Original ,4500,productos/ohnyaz6fnyjocd0ape7d
Te ,300ml,Mr Tea ,Durazno ,2000,productos/avrqe3k4yagfvwscmbjk
Te ,500ml,Lipton ,Negro Limon,2500,productos/tvsnakzy3ibzuut8jirj
Te ,500ml,Mr Tea ,Durazno ,2300,productos/b3ve4mwdbcazqfoo68jn
Te,1.2L,Fuze Tea,Negro Durazno ,3900,productos/ilsr9x2k5cgks9qftlbd
Te,1.2L,Fuze Tea,Negro Limon,3900,productos/iqfixiyvlgtxibljgxpg
Te,400ml,Hatsu,Blanco y Mangostino ,4000,productos/ivk8l1m7wth8nnzw2ni1
Te,400ml,Hatsu,Pu Erh,4000,productos/him6pkj1chgby0j14sec
Tenedores Desechables ,20u,Generico,,10500,productos/ty6fkxteva3mhrrwanlj
Tequila,750ml,Jose Cuervo,Tequila Plata,58100,productos/ooptu9oww06hmvykkkmo
Toallas Higienicas ,6u ,Nosotras ,Extra Proteccion Tela ,4500,productos/nerx0x06zmxszejh5wl8
Tostacos ,240g,Tostacos ,Picantes ,4500,productos/q1lbh7rt1bs8hidyrgeu
Tostacos ,25g,Tostacos ,Queso ,1500,productos/nq0p551xcca0ea9ypvwb
Tosti Arepa,28g,Yupi,,1200,productos/qnld8my5odiozxrngpps
Tozinetas ,25g,Yupi,Fred ,2900,productos/sqtujhci9pupfazbb7ys
Trocipollo ,32g,Trocipollo ,,1000,productos/eu3eruftwiy1zihlzn4j
Vanish,500ml,Vanish,Poder O2,7910,productos/ibrj1zczhrqvz5fqcota
Vaporub,12g,Vick,,3000,productos/so24mvcxwjmadhlgd3zu
Vasos Plasticos ,25u,Generico,Desechables,1900,productos/dfdg1nllifejgtditb9h
Vasos Plasticos ,50u,Generico,Desechables,2500,productos/rjjadybgr0amkm7sx49d
Vermouth,750ml,Cinzano ,Extra Dry,32900,productos/grja6edukmzzh2h1lmos
Vino ,750ml,120 Santa Rita,Rosado,44900,productos/shgt8k5md2rqt1jaoeye
Vino ,750ml,120 Santa Rita,Sauvignon Blanc,44900,productos/bkjf4h0utxjpepzw2ozl
Vino ,750ml,Gato Negro ,Sauvignon Blanc,34900,productos/wd946il2r3nthmajcxx7
Vino ,750ml,Lazo ,Sauvignon Blanc,26500,productos/ygiw0kq9o7cfjsm5bzuh
Vino,750ml,120 Santa Rita,Cabernet Sauvignon Tinto ,44900,productos/r3c7uwfdipho89lgbl1i
Vino,750ml,Casillero del Diablo ,Sauvignon Blanc,44500,productos/ljwrdqvfv5doxf50pynu
Vino,750ml,Gato Negro,Merlot,34900,productos/dmngsbuk0lnqlohawkxj
Vino,750ml,Undurraga ,Cabernet Sauvignon,44900,productos/f3uve96efqk8nyypuzez
Vino,750ml,Undurraga ,Carmenere,44900,productos/nxu1wlrymncjktc6bwc2
Vino,750ml,Undurraga ,Merlot,44900,productos/mimd1yhsdepthzqqmpjg
Vino,750ml,Undurraga ,Rose,42000,productos/dsqza4hpwiilxunubca5
Vino,750ml,Undurraga ,Sauvignon Blanc,44900,productos/unuszrgvp8vuxnlskija
Vodka,375ml,Absolut,Original ,33900,productos/afnbev0te5hx1tyvzyuo
Alimento Gato,500g,Whiskas,Carne,8630,productos/o7mvo6mqa2gamoeeaay1
Alimento Gato,500g,Whiskas,Pollo y Leche,8630,productos/mbpwxxaet5wwq0kgckcg
Whisky,750ml,Jack Daniels,,102000,productos/zyapctheecjlfosjcnei
Whisky,750ml,Jameson,,80900,productos/vjddns88r7rsoybysj1o
Yogurt ,140g,Activia,Fresa ,1900,productos/z4ctzq4n8xivfjflhw8o
Yogurt ,180g,Finesse,Fresa ,2500,productos/i4120urbxwlr27wjh9nz
Yogurt ,180g,Finesse,Melocoton ,2400,productos/if8iaogptbbqvh76whs2
Yogurt ,200g,Regeneris,Fresa ,2400,productos/qaiix8lrzyrsucw259bv
Yogurt ,200g,Regeneris,Melocoton,2400,productos/flms62jjfpmriguubsse
Yogurt Griego,150g,Alpina ,Fresa,2400,productos/h8jqi02wopb6jmrbijtk
Yogurt Griego,150g,Alpina ,Mora y Arandano ,2400,productos/ykfkdhn36xwb1oxwngi5
Yogurt,150g,Yogo Yogo ,Fresa,2300,productos/cnvpdsttii99ym0gjcyl
Yogurt,150g,Yogo Yogo ,Mora,2300,productos/fuhci2sx8zh2wu6zlpw1
Yogurt,200 g,Alpina,Melocoton,2400,productos/myy7avnw7xyckdop6qj2
Yogurt,200g,Alpina,Mora ,2200,productos/qpnhrxuxvnwxzyerxmub
Yuca ,43g,Natuchips ,,1900,productos/g2lqh4ttslfkpm631pod
Yupis ,50g,Yupis ,Caramelo ,1900,productos/fzustqsn1yhrzs0khohk
Yupis ,60g,Yupis ,Gigantes ,1900,productos/gffedxuszppssxwcxrxv
Yupis,60g,Yupi,Gigante ,1900,productos/gin5ldiqkhrzj3utzxh5
Lentejas,500g,Generico,,1500,productos/pu9vmosp6vadwhid8vqx
Panela ,unidad,Generico,,2000,productos/dp9bmlvbifmu7hryfeap
Huevos,12u,Generico,,3000,productos/gxbvzppeyuy0gcec1s4c
Huevos,30u,Generico,,7500,productos/eurio4vxarrqsxzvqdfb
Huevos,6u,Generico,,2000,productos/wdhjxssr8rdzi7yw6uff
Frijoles,500g,Generico,,1500,productos/mxrc0tcrknb0a7yzmpna
