categoria_id,producto_id
1,1
1,2
1,3
1,4
1,5
1,6
1,7
2,8
3,9
2,10
2,11
4,12
4,13
2,14
4,15
4,16
4,17
4,18
4,19
4,20
5,21
5,22
1,23
2,24
2,25
2,26
2,27
4,28
5,29
6,30
7,31
7,32
7,33
8,34
4,35
4,36
4,37
1,38
3,39
1,40
3,41
2,42
2,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
3,53
6,54
8,55
8,56
1,57
1,58
1,59
9,60
9,61
9,62
3,63
9,64
9,65
1,66
1,67
1,68
4,69
4,70
4,71
4,72
4,73
4,74
10,75
10,76
10,77
10,78
3,79
3,80
3,81
4,82
3,83
3,84
4,85
4,86
4,87
4,88
4,89
4,90
3,91
3,92
3,93
4,94
4,95
4,96
8,97
1,98
7,99
7,100
7,101
3,102
6,103
6,104
2,105
7,106
7,107
7,108
7,109
7,110
2,111
1,112
1,113
1,114
1,115
7,116
7,117
3,118
12,119
13,120
13,121
13,122
13,123
6,124
6,125
3,126
6,127
6,128
3,129
5,130
9,131
9,132
9,133
9,134
9,135
5,136
9,137
3,138
3,139
3,140
3,141
3,142
3,143
7,144
7,145
7,146
7,147
7,148
7,149
7,150
7,151
7,152
7,153
7,154
7,155
7,156
7,157
7,158
7,159
4,160
4,161
4,162
4,163
4,164
4,165
4,166
3,167
3,168
7,169
7,170
7,171
7,172
3,173
7,174
9,175
9,176
9,177
7,178
7,179
5,180
5,181
5,182
5,183
5,184
5,185
5,186
5,187
5,188
5,189
5,190
8,191
8,192
1,193
1,194
15,195
15,196
3,197
3,198
2,199
2,200
2,201
2,202
7,203
7,204
5,205
13,206
1,207
1,208
1,209
1,210
10,211
1,212
1,213
1,214
5,215
5,216
3,217
13,218
13,219
13,220
13,221
13,222
13,223
13,224
13,225
13,226
1,227
9,228
9,229
9,230
1,231
1,232
9,233
9,234
9,235
9,236
9,237
9,238
3,239
3,240
3,241
3,242
13,243
13,244
13,245
13,246
8,247
12,248
12,249
12,250
2,251
2,252
3,253
9,254
9,255
2,256
5,257
16,258
4,259
4,260
4,261
4,262
1,263
3,264
13,265
8,266
1,267
9,268
9,269
9,270
9,271
9,272
9,273
9,274
9,275
9,276
9,277
9,278
9,279
9,280
9,281
9,282
9,283
9,284
9,285
9,286
9,287
9,288
9,289
9,290
9,291
9,292
9,293
4,294
4,295
4,296
4,297
4,298
4,299
4,300
4,301
4,302
4,303
4,304
4,305
4,306
4,307
4,308
4,309
4,310
4,311
4,312
4,313
4,314
4,315
4,316
12,317
12,318
13,319
3,320
5,321
4,322
9,323
6,324
1,325
1,326
5,327
3,328
3,329
8,330
8,331
8,332
13,333
13,334
6,335
4,336
4,337
4,338
4,339
4,340
4,341
4,342
4,343
4,344
4,345
4,346
4,347
6,348
4,349
6,350
4,351
4,352
4,353
4,354
4,355
1,356
10,357
3,358
6,359
6,360
6,361
3,362
3,363
3,364
1,365
10,366
6,367
6,368
6,369
6,370
6,371
6,372
6,373
6,374
6,375
6,376
6,377
3,378
6,379
3,380
6,381
6,382
6,383
6,384
10,385
10,386
6,387
6,388
15,389
15,390
6,391
6,392
5,393
5,394
5,395
5,396
5,397
5,398
5,399
5,400
5,401
5,402
5,403
5,404
5,405
5,406
5,407
5,408
5,409
5,410
5,411
5,412
5,413
5,414
5,415
5,416
5,417
5,418
5,419
5,420
5,421
5,422
5,423
5,424
5,425
5,426
5,427
5,428
5,429
5,430
5,431
8,432
8,433
3,434
13,435
13,436
13,437
7,438
1,439
2,440
1,441
1,442
1,443
1,444
1,445
9,446
9,447
9,448
9,449
9,450
9,451
9,453
9,454
9,455
10,456
13,457
13,458
13,459
13,460
10,461
10,462
9,463
7,464
1,465
1,466
7,467
7,468
7,469
7,470
7,471
7,472
7,473
7,474
6,475
1,476
8,477
6,478
4,479
4,480
4,481
4,482
4,483
3,484
3,485
2,486
13,487
13,488
13,489
13,490
13,491
13,492
2,493
7,494
9,495
7,496
1,497
9,498
6,499
1,500
6,501
6,502
1,503
1,504
1,505
9,506
9,507
9,508
9,509
9,510
9,511
9,512
9,513
9,514
9,515
9,516
9,517
9,518
9,519
9,520
9,521
9,522
9,523
9,524
9,525
9,526
9,527
9,528
9,529
9,530
9,531
9,532
9,533
1,534
8,535
8,536
8,537
8,538
8,539
1,540
3,541
7,542
3,543
9,544
3,545
9,546
9,547
9,548
9,549
9,550
1,551
1,552
3,553
3,554
3,555
3,556
3,557
2,558
2,559
2,560
16,561
16,562
16,563
16,564
16,565
16,566
1,567
9,568
9,569
9,570
1,571
6,572
1,573
1,574
1,575
9,576
9,577
3,578
3,579
3,580
10,581
6,582
10,583
6,584
10,585
10,586
10,587
7,588
3,589
9,590
5,591
9,592
1,593
1,594
1,595
2,596
1,597
1,598
1,599
1,600
1,601
1,602
1,603
1,604
1,605
1,606
1,607
1,608
1,609
8,610
1,611
3,612
3,613
13,614
13,615
13,616
13,617
13,618
13,619
6,620
1,621
8,622
13,623
2,624
2,625
2,626
4,627
4,628
4,629
4,630
4,631
4,632
4,633
4,634
4,635
4,636
4,637
1,638
5,639
3,640
9,641
9,642
9,643
9,644
9,645
8,646
2,647
1,648
1,649
5,650
5,651
5,652
5,653
5,654
5,655
5,656
5,657
5,658
5,659
5,660
5,661
5,662
5,663
12,664
12,665
5,666
5,667
10,668
10,669
10,670
10,671
10,672
10,673
10,674
10,675
10,676
10,677
6,678
9,679
9,680
9,681
3,682
1,683
1,684
1,685
1,686
1,687
1,688
3,27
1,39
6,53
10,54
6,61
6,62
9,63
6,64
6,65
4,79
4,80
4,81
4,83
4,84
3,85
3,86
3,87
3,88
3,89
10,91
4,92
4,93
3,94
2,102
10,103
10,104
3,111
6,126
6,129
7,139
7,140
7,141
7,168
7,173
3,200
3,202
3,204
10,212
10,213
3,228
3,251
16,257
5,258
3,259
3,263
3,294
3,295
3,297
3,312
3,314
3,315
13,320
3,324
4,350
6,355
3,359
10,360
10,361
10,362
10,363
10,364
10,365
3,366
10,367
3,377
3,379
6,389
3,448
3,451
3,453
3,466
3,467
3,468
3,469
1,499
1,501
1,502
3,505
3,527
3,531
1,541
3,542
3,544
3,546
3,549
3,550
2,554
3,570
3,575
10,582
10,584
3,593
3,603
6,670
10,678
10,685
10,686
10,687
10,53
3,54
10,359
6,362
6,363
6,364
3,367
3,685
3,686
3,687
